,minerals,,
3876,CaMgAl(PO4)2(OH)(H2O)4,,
3877,(Ba0.5Pb0.5)6(Cu0.33Fe0.33Ni0.33)25S27,,
3878,Ag3Pb10Sb11S28,,
3879,(NH4)2(C2O4)(H2O),,
3880,NaCa2(Mg2Fe3)(Si6Al2)O22O2,,
3881,NaNa2(Mn4Li)Si8O22O2,,
3882,(Bi1.33)Ta2O6O,,
3883,Ca2Ta2O7,,
3884,Ca2Nb2O6O,,
3885,Ca2Sb2O6O,,
3886,NaCr3(Cr4Mg2)(Si6O18)(BO3)3(OH)3O,,
3887,Na(Al2Mg)(Al5Mg)(Si6O18)(BO3)3(OH)3O,,
3888,(FeAl2)Al6(Si6O18)(BO3)3(OH)3O,,
3889,BaMg2TiO2(Si2Al2)O10,,
3890,(Na0.33Ca0.33U0.33)2(Ta0.5Nb0.5)2O6(O0.5F0.5),,
3891,K(Mg0.33Ti0.33Fe0.33)3(Si0.5Al0.5)4O10(O0.5F0.5)2,,
3892,Pb2Sb2O6O,,
3893,Na(Fe2Al)Al6(Si6O18)(BO3)3(OH)3O,,
3894,Sn2Ta2O6O,,
3895,(Sb0.5Ca0.5)2Ta2O6O,,
3896,NaV3(V4Mg2)(Si6O18)(BO3)3(OH)3O,,
3897,V2VO5,,
3898,Y2Ti2O6O,,
3899,Ca5BSi4O13(OH)3(H2O)4,,
3900,Ag3Mn2Pb4Sb7As4S24,,
3901,Fe4(TeO4)(TeO3)4(H2O)7,,
3902,Na2KAl3(AsO4)4,,
3903,Sb2AsS2,,
3904,Cu1.7Pb1.7Bi6.3S12,,
3905,BaSnSi3O9,,
3906,CaCu(CH3COO)4(H2O)6,,
3907,NaCaAlF6(H2O),,
3908,Ca11(AsV10V2As6O51)2(H2O)83,,
3909,MgCa5Cu2(UO2)4(CO3)12(H2O)33,,
3910,Cu7(Cu0.5Ag0.5)0.33Pb1.33Bi11.33S22,,
3911,PdBiSe,,
3912,NiBiO(AsO4),,
3913,Li8(Ca0.33Li0.33K0.33)10Be24(PO4)24(H2O)38,,
3914,CaZrAl9O15(BO3),,
3915,Co3(PO4)2(H2O)8,,
3916,Pd5(Sn0.5As0.5)2,,
3917,(NaCa2)Mn2(VO4)3,,
3918,Li2SrAl4(PO4)4(OH)4,,
3919,PdO,,
3920,Pd,,
3921,Pd2As,,
3922,Pd2(As0.5Bi0.5),,
3923,Pd2As,,
3924,Pd2Ge,,
3925,Pd2Si,,
3926,Pd3Tl,,
3927,Pd17Se15,,
3928,K2Pb(SO4)2,,
3929,(Mg0.5Al0.5)2Si4O10(OH)(H2O)4,,
3930,AuSbTe,,
3931,CaMg(PO4)(OH),,
3932,BaV5V2O16(H2O)3,,
3933,CaV5V2O16(H2O)3,,
3934,(Na0.33Ca0.33K0.33)0.5(Mg0.33Fe0.33Mn0.33)(PO4),,
3935,(Ti0.17Al0.17Sc0.17Mg0.17Zr0.17Ca0.17)1.8O3,,
3936,(NH4)2SnCl6,,
3937,Pd9Ag2Pb2S4,,
3938,K3Na3Fe6(AsO4)8,,
3939,K3Na(Al(SiO4))4,,
3940,Pd2Sn,,
3941,CaCuAlSi2O6(OH)3,,
3942,Ca3TiSi2(Al0.33Ti0.33Si0.33)3O14,,
3943,CaAl2(CO3)2(OH)4(H2O)6,,
3944,NaCaCaMg2(AsO4)3,,
3945,Ca2Mn(AsO4)2(H2O)2,,
3946,Fe(SO4)(OH)(H2O)2,,
3947,Ba(Al2Si2O8),,
3948,Fe4(SO4)6(H2O)12(H2O)6,,
3949,CoSbS,,
3950,Zn2(AsO4)(OH),,
3951,As4S3,,
3952,Sb2(Sb0.5As0.5)2,,
3953,Zn2(CO3)(OH)2,,
3954,Na3K3Fe2(Si4O10(OH))2(OH)2(H2O)4,,
3955,Ca2Mn3(PO4)3Cl,,
3956,Ca3Be2(PO4)2(PO3(OH))2(H2O)4,,
3957,Cu5O2(SeO3)2Cl2,,
3958,NaAl2(Si3Al)O10(OH)2,,
3959,Bi2Se3,,
3960,Fe2(OH)3Cl,,
3961,Zn3(PO4)2(H2O)4,,
3962,Na2ZrSi2O7,,
3963,(K0.5Ba0.5)8Fe4Ti16(Si4O12)8((OH)0.5O0.5)16(H2O)24,,
3964,Na8K8Mg4Ti16(Si4O12)8((OH)0.5O0.5)16(H2O)22,,
3965,PbCl(OH),,
3966,BaCa(CO3)2,,
3967,Ca2(UO2)(CO3)3(H2O)5,,
3968,Cu2Cu2O3,,
3969,KAl4(H2O)30Mo12P6Fe6O60(OH)13,,
3970,VO2,,
3971,Na2TiO(SiO4),,
3972,Na2(Si3Al2)O10(H2O)3,,
3973,(Ca0.33Y0.33Dy0.33)2Y(WO4)2(AsO4),,
3974,Ni(OH)1.5((SO4)0.5(CO3)0.5)0.25,,
3975,TlSb5S8,,
3976,CuMgTeO4(OH)2(H2O)6,,
3977,NiAs2,,
3978,As4S4,,
3979,Ca2Mn3(PO4)3O2(H2O)3,,
3980,As,,
3981,KMgF3,,
3982,Ag3Hg2,,
3983,UO3(H2O)1.5,,
3984,CaZn2(PO4)2(H2O)2,,
3985,Fe(AsO4)(H2O)2,,
3986,Ca2B2O5(H2O),,
3987,Ag4Pb20(Sb0.5As0.5)24S58,,
3988,Fe3(AsO4)2(H2O)8,,
3989,Cu3(Cu0.5Zn0.5)Cl2(OH)6,,
3990,Cu3(Mg0.5Cu0.5)Cl2(OH)6,,
3991,Cu3(Ni0.5Cu0.5)Cl2(OH)6,,
3992,TeO2,,
3993,Pb2Cu4(TeO6)2(H2O)2,,
3994,Ca4(Al0.5Si0.5)2Si4O16(OH)(H2O)2(H2O)(Ca3),,
3995,(La0.25Ca0.25Na0.25Sr0.25)6Cu(CO3)8,,
3996,(Ba0.33Na0.33K0.33)1.5(Ti0.5Nb0.5)2(Si4O12)((OH)0.5O0.5)2(H2O)4,,
3997,(Na0.25Sr0.25K0.25Ca0.25)2(Ti0.5Nb0.5)2(Si4O12)(O0.5(OH)0.5)2(H2O)4,,
3998,K3Zr2H(Si3O9)2(H2O)3,,
3999,FeAl2(PO4)2(OH)2(H2O)8,,
4000,(Na0.5)2(Ti0.5Fe0.5)4(Si2O6)2(Si3AlO10)(OH)4(H2O),,
4001,K5Na3Cu8O4(SO4)8,,
4002,NaCa2(Mg4Al)(Si6Al2)O22(OH)2,,
4003,CaCe2(CO3)3F2,,
4004,CaLa2(CO3)3F2,,
4005,Ni3(Bi0.5Pb0.5)2S2,,
4006,Pb7MoO9Cl2,,
4007,Cu9(AsO4)2(SO4)(OH)10(H2O)7,,
4008,(K0.33Na0.33Ca0.33)7.5(Mn0.5Mg0.5)49Si72O168(OH)50(H2O),,
4009,Pb2(UO2)(PO4)2,,
4010,Ca2(Si4Al4)O15(OH)2(H2O)4,,
4011,NaMg4Al8(PO4)8(CO3)(OH)7(H2O)30,,
4012,Mn10Sb2As2Si2O24,,
4013,Pd3Pb2Te2,,
4014,Ca3V10O28(H2O)17,,
4015,Pb(Mn0.5)(Fe0.5)2(V0.33Ti0.33)18O38,,
4016,VS4,,
4017,PbFe3(PO4)2(OH)5(H2O),,
4018,NaKCa4Si9O23,,
4019,VO(SO4),,
4020,Cu4(SeO3)(SO4)(OH)4(H2O)2,,
4021,Cu9FeO4(PO4)4Cl,,
4022,(Ca0.2K0.2Na0.2Ba0.2)10(Si0.5Al0.5)42O84(H2O)34,,
4023,(K0.2Ca0.2Na0.2Ba0.2)10(Si0.5Al0.5)42O84(H2O)34,,
4024,Bi2FeO2(PO4)(OH)2,,
4025,KMg2TiFe2(PO4)4(OH)3(H2O)15,,
4026,Pb2As2O5,,
4027,NaNbO3,,
4028,(UO2)(OH)2,,
4029,CsFe2S3,,
4030,Ca8(SiO4)2(Si3O10),,
4031,AgBi3S5,,
4032,CuAs2,,
4033,Ag9CuS4(Ag0.5Cu0.5)6(As0.5Sb0.5)2S7,,
4034,Li4Na12(Y0.25Na0.25Ca0.25REE0.25)12(PO4)12(CO3)4(F0.5(OH)0.5)8,,
4035,Ni3(Si2O5)(OH)4,,
4036,NaCa2Si3O8(OH),,
4037,Na3Al16(PO4)10(SO4)2(OH)17(H2O)20,,
4038,CuPbBi11S18,,
4039,SrB2Si2O8,,
4040,Na6(UO2)(SO4)4(H2O)4,,
4041,(Cu0.5Ag0.5)2Pb21Sb23S55ClO,,
4042,Ba2CaFe2Si6O17,,
4043,Al6(AsO4)3(OH)9(H2O)5(H2O)8,,
4044,Pb2Cl3(OH),,
4045,BaMg2Al2(PO4)3(OH)3,,
4046,Na2TiSi4O11(H2O)2,,
4047,Mn5Al(Si3Al)O10(OH)8,,
4048,Ca2FeB9O13(OH)6Cl(H2O)4,,
4049,Mg(H2O)6Na(H2O)2Al3(PO4)2F6(H2O),,
4050,(Ni0.33Co0.33Cu0.33)Se2,,
4051,CaVOSi4O10(H2O)4,,
4052,Mg(SO4)(H2O)5,,
4053,CaB2O(OH)6(H2O)2,,
4054,(Ni0.5Fe0.5)9S8,,
4055,(Ag0.5Cu0.5)4Au(S0.5Se0.5)4,,
4056,(Ce0.5La0.5)(Al3O)0.67B4O10,,
4057,CaCe3(AlAl2Fe)Si2O7Si3O12.0O(OH)2,,
4058,CaLa3(AlAl2Fe)(Si2O7)(SiO4)3O(OH)2,,
4059,Ce2Si2O7,,
4060,La2Si2O7,,
4061,CaSb4O4(SO4)2(OH)2(H2O)2,,
4062,Y2Mn4FeSi2B8O24,,
4063,Ca3Al7.7Si3P4O23.5(OH)14.1(H2O)8,,
4064,MgO,,
4065,PbBiO2Cl,,
4066,K9NaCa(Si24Al12)O72(H2O)15,,
4067,BaMn2Fe2(PO4)3(OH)3,,
4068,Cu3SbSe4,,
4069,CaTiO3,,
4070,BaNaMn4Ti2(Si2O7)2O2(OH)2F,,
4071,Ce4MgFe2Ti2O8(Si2O7)2,,
4072,(La0.33Ce0.33Ca0.33)4(Fe0.5Mn0.5)(Ti0.33Fe0.33Al0.33)4(Si2O7)2O8.0,,
4073,Ag4Hg5S5(I0.5Br0.5)2Cl2,,
4074,(Ni0.5Fe0.5)8(Si0.5P0.5)3,,
4075,K2(Fe0.5Mg0.5)2(Mg0.5Fe0.5)4Fe2Al(SO4)12(H2O)18,,
4076,GeO2,,
4077,Mg2(BO3)F,,
4078,Mg2(BO3)(OH),,
4079,LiAlSi4O10,,
4080,Na5Zr2Si6O18(Cl0.5(OH)0.5)(H2O)2,,
4081,CaZnSi2O6,,
4082,Mn4Nb6O19(H2O)14,,
4083,Hg3(CO3)(OH)(H2O)2,,
4084,Al6(SeO3)3SiO3(OH)(OH)9(H2O)10,,
4085,Na4Ce2(CO3)5,,
4086,Cu6Ce(PO4)3(OH)6(H2O)3,,
4087,Cu6La(PO4)3(OH)6(H2O)3,,
4088,Cu6Y(PO4)3(OH)6(H2O)3,,
4089,(Ni0.5Co0.5)30(As2O7)15,,
4090,Bi3O(PO4)2(OH),,
4091,CuSe2,,
4092,Cu3HgPbBiSe5,,
4093,Na12Cu2(SO4)8,,
4094,AuAgS,,
4095,(Cu0.5Ag0.5)2(Fe0.5Zn0.5)(Sn0.5In0.5)S4,,
4096,UFeNb2O8,,
4097,PbCr2(CO3)2(OH)4(H2O),,
4098,Ag3AuTe2,,
4099,CsLiBe2Al2Si6O18,,
4100,KAl4(AsO4)3(OH)4(H2O)6.5,,
4101,Ca(AsO3(OH))(H2O)2,,
4102,KFe4(AsO4)3(OH)4(H2O)6.5,,
4103,KZn(AsO4),,
4104,Ca3(AsO4)2(H2O)11,,
4105,Be2(SiO4),,
4106,PbAl3(AsO4)(AsO3(OH))(OH)6,,
4107,Cu5Zn(AsO4)(PO4)(OH)6(H2O),,
4108,Ca3(Si10Al6)O32(H2O)12,,
4109,K6(Si10Al6)O32(H2O)12,,
4110,Na6(Si10Al6)O32(H2O)12,,
4111,Pb12O6Mn7(SO4)(CO3)4Cl4(OH)12,,
4112,(K0.33Na0.33Pb0.33)4(Na0.5Ca0.5)2(Mg0.5Cu0.5)3(Fe0.5Al0.5)(SO4)8,,
4113,TlAs3S5,,
4114,KMg3(AlSi3O10)(OH)2,,
4115,Pb2O(CrO4),,
4116,Pb2(CO3)Cl2,,
4117,Na13Ca2Ce(SiO3)4(PO4)4,,
4118,(NH4)2(PO3(OH)),,
4119,Fe2(P4O12),,
4120,Ni2(P4O12),,
4121,(Mg0.5)2Mg12((PO4)0.5PO3(OH)0.5)6(PO3(OH)0.5(CO3)0.5)2(OH)6,,
4122,Fe3(PO4)2(H2O)3,,
4123,((H2O)0.5K0.5)3.5Fe8(PO4)6(OH)7(H2O)5,,
4124,PbCuFe(PO4)2((OH)0.5(H2O)0.5)2,,
4125,Ca2Pb3(PO4)3Cl,,
4126,Na3Ba4Ti3Si4O14(PO4)2O2F,,
4127,Zn2Fe(PO4)2(H2O)4,,
4128,Mg(PO3(OH))(H2O)7,,
4129,Fe(PO4)(H2O)2,,
4130,BaV4P2O12(OH)4(H2O)12,,
4131,CaV4P2O12(OH)4(H2O)12,,
4132,(UO2)Bi4O4(PO4)2(H2O)2,,
4133,KCa(H3O)3(UO2)7(PO4)4O4(H2O)8,,
4134,(NH4)2Mg2(C2O4)(PO3(OH))2(H2O)4,,
4135,Al2(UO2)3(PO4)2O(OH)(OH)3(H2O)9,,
4136,Ca2(UO2)3O2(PO4)2(H2O)7,,
4137,C18H18,,
4138,HCaFe3(WO4)6(H2O)10,,
4139,NaCaAsO3(OH)AsO2(OH)2,,
4140,NaCaMn2(AsO4)2O(OH),,
4141,MgAl2(SO4)4(H2O)22,,
4142,TlFe2S3,,
4143,K2Mg(SO4)2(H2O)6,,
4144,Ca4Mg(AsO3(OH))2(AsO4)2(H2O)11,,
4145,Mn5(PO4)3Cl,,
4146,Ca2(Al2Mn)Si2O7(SiO4)O(OH),,
4147,CaPb(Al2Mn)Si2O7(SiO4)O(OH),,
4148,CaSr(Al2Mn)Si2O7(SiO4)O(OH),,
4149,Ca8Ce2AlLiSi6B8O36(OH)2,,
4150,Tl2(Sb0.5As0.5)10S16,,
4151,(Mg0.33Fe0.33Ca0.33)2Si2O6,,
4152,Al4C6H5O10(H2O)13,,
4153,Ca2Y2Al4(SiO4)4O2(OH)2,,
4154,Pb9Sb10S23ClO0.5,,
4155,Bi4Te3,,
4156,(Mg0.5Mn0.5)2(Mn0.5Sb0.5)O2(BO3),,
4157,Pb3(WO4)OCl2,,
4158,Hg5O4Cl2,,
4159,Bi6Te2O15,,
4160,MgB2O(OH)6,,
4161,Ca2(V2O7)(H2O)9,,
4162,Ca(UO2)3(SeO3)2(OH)4(H2O)4,,
4163,Ag2ZnSnS4,,
4164,Na2Ca(CO3)2(H2O)2,,
4165,(Y0.2As0.2Ca0.2Fe0.2U0.2)(Nb0.33Ti0.33Ta0.33)O4,,
4166,K2Na6(Si6Al6)O24(SO4)(H2O)2,,
4167,Fe0.25(AsO4)0.25(SO4)0.25(H2O)0.25,,
4168,(Na0.5(H2O)0.5)0.7(W0.5Fe0.5)(O0.5(OH)0.5)3,,
4169,K4Cu4O2(SO4)4(Na0.5Cu0.5)Cl,,
4170,(Cu0.5Fe0.5)Cu14PbBi17S34,,
4171,Pb5Sb8S17,,
4172,Cu8(Si4O11)2(OH)4(H2O),,
4173,Al6(PO4)2(PO3(OH))2(OH)8(H2O)4,,
4174,Na(UO2)(SO4)(OH)(H2O)2,,
4175,PtAsS,,
4176,Pt,,
4177,PbO2,,
4178,K0.8Mn0.6(UO2)2O2(SO4)(H2O)3.5,,
4179,Pb16(Sb0.5As0.5)19S44Cl,,
4180,Zn2Fe3(PO4)3(OH)4(H2O),,
4181,Ca5(VO4)3F,,
4182,Ca4Si6O16(OH)2(H2O)2(Ca(H2O)5),,
4183,(Pb0.33REE0.33Ca0.33)Cu6(AsO4)3(OH)6(H2O)3,,
4184,PbFe10.67Mn0.33PbO18.33,,
4185,PbAl3(PO4)(PO3(OH))(OH)6,,
4186,Pb0.5Fe3(SO4)2(OH)6,,
4187,Pb5(CO3)3O(OH)2,,
4188,Pd3Pb2,,
4189,PbMn2Fe2(PO4)3(OH)3,,
4190,Pb0.5Fe4(AsO4)3(OH)4(H2O)5,,
4191,Pb2Si4O10(H2O),,
4192,Pb3O2(SeO3),,
4193,Pb(TeO3),,
4194,Pb5Si4O8(OH)10,,
4195,Pb2Sb2S5,,
4196,Ca2Ba(CO3)2F2,,
4197,Ca6Al3(OH)18Na(H2O)6(SO4)2(H2O)6,,
4198,Mg2(SiO4),,
4199,Cu(SO4)(H2O),,
4200,CuTlSb2(Sb0.65Tl0.35)AsS6.65,,
4201,Mg2(CO3)(OH)2,,
4202,Pd(Bi0.5Pb0.5),,
4203,Ca(Ca0.5Mn0.5)(SiO3(OH))(OH),,
4204,MoNiP2,,
4205,NaSrCeF6,,
4206,(Zn0.5Hg0.5)S,,
4207,Rh12As7,,
4208,(Fe0.5Pb0.5)3(Ge0.5Fe0.5)0.5S4,,
4209,AgPb46As26Sb23S120,,
4210,Cs(Si2Al)O6(H2O),,
4211,(Ce0.5Ca0.5)4MgCr2(Ti0.5Nb0.5)2Si4O22,,
4212,Na7CaMgCu2(AsO4)4F2Cl,,
4213,Ag9CuS4(Ag0.5Cu0.5)6(Sb0.5As0.5)2S7,,
4214,Y(Ti0.5Nb0.5)2(O0.5(OH)0.5)6,,
4215,NiNi2S4,,
4216,K2Ca2Mg(SO4)4(H2O)2,,
4217,KLi2AlSi4O10F2,,
4218,Na6(Na4Ca2)2Na2Ti2Na2Ti2(Si2O7)2(PO4)6O4F4,,
4219,Ca3V5V10O37(CO3)(H2O)37,,
4220,K4Cu4OCl10,,
4221,Cu5O2(AsO4)2,,
4222,Ca2VV2(Si2O7)(SiO4)((OH)0.5O0.5)2(H2O),,
4223,Ca3B5O6(OH)6FCl2(H2O)8,,
4224,Ca(OH)2,,
4225,(Cu3)(Hg4Cu2)Sb4Se12(Se0.5),,
4226,Cu4(SO4)(OH)6(H2O),,
4227,Mg(H2O)6Al2(OH)2(H2O)8(V10O28)(H2O)13,,
4228,PdHg,,
4229,KNa2(Fe4Fe)Si8O22(OH)2,,
4230,K(Mn0.5Li0.5)2Al4Si4O12((OH)0.5F0.5)8,,
4231,KCa2(Fe4Fe)(Si6Al2)O22Cl2,,
4232,KCa2(Mg4Al)(Si6Al2)O22Cl2,,
4233,KNa2(Mg2Fe2Li)Si8O22(OH)2,,
4234,KCa2Fe3Fe2(Al3Si5O22)(OH)2,,
4235,K(CaNa)(Fe3Fe2)(Al2Si6O22)(OH)2,,
4236,KCa2(Fe4Al)(Si6Al2)O22(OH)2,,
4237,KCa2Fe3Al2(Al3Si5O22)(OH)2,,
4238,K(NaCa)(Fe3Al2)(Si6Al2)O22(OH)2,,
4239,KCa2(Fe4Fe)(Si6Al2)O22F2,,
4240,KCa2(Mg4Al)Si6Al2O22F2,,
4241,K(NaCa)Mg5Si8O22F2,,
4242,KCa2(Fe4Fe)(Si6Al2)O22(OH)2,,
4243,K(NaCa)(Mg4Ti)Si8O22O2,,
4244,KNa2(Mg4Fe)Si8O22(OH)2,,
4245,KNa2(Mg4Fe)Si8O22F2,,
4246,KCa2(Mg4Fe)(Si6Al2)O22(OH)2,,
4247,(Na0.5K0.5)Na2Mg2Mn2LiSi8O22(OH)2,,
4248,KCa2(Mg4Al)(Si6Al2)O22(OH)2,,
4249,K(NaCa)Mg5Si8O22(OH)2,,
4250,KCa2(Mg3Al2)(Si5Al3)O22(OH)2,,
4251,(Pb3Bi)Bi(VO4)4(H2O),,
4252,PbBi2(Se0.33Te0.33S0.33)4,,
4253,KNa2(B3Si12)O30,,
4254,Fe2(TeO3)2(SO4)(H2O)3,,
4255,NaFe3(Fe4Mg2)(Si6O18)(BO3)3(OH)3O,,
4256,Ca(MoO4),,
4257,Hg3OCl,,
4258,CaSb2(As2O5)2O2(H2O)10,,
4259,CoCu4(AsO4)2(AsO3(OH))2(H2O)9,,
4260,Ca2Al(Si3Al)O10(OH)2,,
4261,Bi3O(AsO4)2(OH),,
4262,NaAlMg2(Si2Al2)O10(OH)2,,
4263,Mg3B11O15(OH)9,,
4264,Sc(PO4),,
4265,KPb1.5ZnCu6O2(SeO3)2Cl10,,
4266,CuSbSe2,,
4267,Ca2B5O7(OH)5(H2O),,
4268,K(Ti7Fe)O16,,
4269,Na(Mn2Al)Al6(Si6O18)(BO3)3(OH)3O,,
4270,Ca9B26O34(OH)24Cl4(H2O)13,,
4271,YCa2Zr2Al3O12,,
4272,(Mg0.33Al0.33Fe0.33)6Al4(Si0.5Al0.5)4(B0.33Si0.33Al0.33)(O0.33(OH)0.33F0.33)22,,
4273,NaCaB5O7(OH)4(H2O)3,,
4274,(Y0.2REE0.2Ca0.2Na0.2Mn0.2)15FeCa(P0.5Si0.5)Si6B3(O0.5F0.5)48,,
4275,CaAl2F4(OH)4,,
4276,Ca2Zn4(AsO4)4(H2O),,
4277,Ba(UO2)3O3(OH)2(H2O)3,,
4278,Mg2Mg5Si8O22(OH)2,,
4279,Al4(OH)6(H2O)12V10O28(H2O)8,,
4280,Tl3.82Pb2.36Sb13.62As6.2S34,,
4281,Mg2Si2O6,,
4282,Fe2Fe5Si8O22(OH)2,,
4283,Mn2Fe5Si8O22(OH)2,,
4284,Cu2Pb16Bi20(S0.5Se0.5)47,,
4285,Ag3AsS3,,
4286,Al34Ni9Fe2,,
4287,Pb2(UO2)3(PO4)2(OH)4(H2O)3,,
4288,Pb31Cu24Cl62(OH)48,,
4289,(Fe2Ti)O5,,
4290,K2PbCl4,,
4291,Mg(VO3)2(H2O)8,,
4292,Pb6(SO4)F10,,
4293,Cu3(OH)2(UO2)4O4(SO4)2(H2O)12,,
4294,MnFe2(PO4)2(OH)2(H2O)8,,
4295,Cu3(VO4)2,,
4296,Cu5(PO4)2(OH)4,,
4297,Ca8(UO2)4(CO3)12(H2O)18(H2O)3,,
4298,(NH4)2Na4(UO2)2(SO4)5(H2O)4,,
4299,Ca3.5V6V9O37(CO3)(H2O)29,,
4300,Fe2Ti3O9,,
4301,Mg2Al3B2O9(OH),,
4302,CaSiO3,,
4303,Bi(VO4),,
4304,Ca2Al3(Si2O7)(SiO4)((OH)0.5O0.5)2(H2O),,
4305,Ca2FeAl2(Si2O7)(SiO4)((OH)0.5O0.5)2(H2O),,
4306,Ca2FeAl2(Si2O7)(SiO4)((OH)0.5O0.5)2(H2O),,
4307,Ca2MgAl2(Si2O7)(SiO4)(OH)2(H2O),,
4308,Ca2MnAl2(Si2O7)(SiO4)(OH)2(H2O),,
4309,Na2Cu3O(SO4)3,,
4310,LiTi2(OH)2Si4O11(OH)(H2O),,
4311,Mn(PO4),,
4312,K0.6Cu18As4O8.0(OH)8.0As10O30O10H10(AsO4)(OH)9.6(H2O)18.6,,
4313,SrCa4Cr8(CO3)8(SO4)(OH)16(H2O)25,,
4314,Cu1.1Fe1.2S2,,
4315,Pb2Mn2ZnCr4O2(AsO4)4(OH)6(H2O)12,,
4316,(Cu0.5Ag0.5)8GeS6,,
4317,Na5YTiSi6O18(H2O)6,,
4318,(NH4)3Fe(SO4)3,,
4319,Ag3SbS3,,
4320,Ag3SbS3,,
4321,FeS2,,
4322,Mg6Fe2(CO3)(OH)16(H2O)4,,
4323,PbMnVO4(OH),,
4324,Mn(OH)2,,
4325,MnO2,,
4326,Pb5(PO4)3Cl,,
4327,Mg3Al2(SiO4)3,,
4328,MnTiO3,,
4329,Al2Si4O10(OH)2,,
4330,Fe8Si6O15(OH)10,,
4331,Mn8Si6O15((OH)0.5Cl0.5)10,,
4332,Ag3SbS3,,
4333,FeSiO3,,
4334,MnSiO3,,
4335,Fe7S8,,
4336,(Mg0.5Fe0.5)2(Ti0.33Fe0.33Al0.33)O4,,
4337,BaCe(CO3)2F,,
4338,CaZn2(OH)6(H2O)2,,
4339,Ca3TiSi2(Fe2Si)O14,,
4340,NaH4(CO3)(BO3)(H2O)2,,
4341,NaNaMn(MgAl)(PO4)3,,
4342,BN,,
4343,Fe2Nb2WO10,,
4344,AgCdAsS3,,
4345,(Na0.5K0.5)6Cl2Ca2Cl2(Si6Al6O24),,
4346,Na6Na2(CaNa)2Na2Ti2Na2Ti2(Si2O7)2(PO4)4O4F2,,
4347,SiO2,,
4348,Zn2Pb4(Si2O7)(SiO4)(SO4),,
4349,PbMnO2(OH),,
4350,Fe2(SO4)3(H2O)11,,
4351,Cu3Zn6Te2O12(OH)6(Ag0.33Pb0.33)Cl,,
4352,Cu6HgPb2Bi4Se12,,
4353,Mg4Al2(OH)12(CO3)(H2O)3,,
4354,WC,,
4355,Mg7(PO4)2(OH)8,,
4356,Ca3Mg3(UO2)2(CO3)6(OH)4(H2O)18,,
4357,Ca2(UO2)4O4(SO4)2(H2O)8,,
4358,Tl5Ag4As6SbS15,,
4359,(CaCe5)(Al4Fe)Si2O7Si5O20O(OH)3,,
4360,(CaLa5)(Al4Fe)(Si2O7)(SiO4)5O(OH)3,,
4361,PbTe3(Cl0.5S0.5)2,,
4362,Cu2FeAsO4As2O4.0(OH)2(H2O),,
4363,Hg3S2ClI,,
4364,GeS2,,
4365,TlFeS2,,
4366,CuMgTeO4(OH)2(H2O)6,,
4367,Na3Mn3Ti0.25(Si8O20)(OH)2(H2O)10,,
4368,CuTe2O5,,
4369,(NH4)3Na3V10O28(H2O)12,,
4370,AgZn2TlAs2S6,,
4371,Cu4SeO4(OH)6,,
4372,CsB5O6(OH)4(H2O)2,,
4373,RbB5O6(OH)4(H2O)2,,
4374,Mg8Cu12(PO4)(CO3)4(OH)24(H2O)20(H0.33(SO4))3(H2O)36,,
4375,MnS,,
4376,Pb5.9Fe0.1Mn0.1In0.1Cd0.2Ag2.8Sb10.8S24,,
4377,K2Ca(UO2)6O6(OH)4(H2O)6,,
4378,Li4(Na0.5Ca0.5)12(Y0.33Ca0.33REE0.33)6Zr6(PO4)12(CO3)4O4(OH)2.0F0.5,,
4379,NiAs2,,
4380,Pb25.7Sn8.3Mn3.4Sb6.4S56.2,,
4381,Cu15(SO4)4(OH)22(H2O)6,,
4382,MnO2,,
4383,(Ca0.5Mn0.5)0.2(Mn0.5Mn0.5)O2(H2O)0.6,,
4384,Ca0.5(V0.5V0.5)(W0.5Fe0.5)2O8(OH)(H2O)2,,
4385,(Na0.5K0.5)3(Ta0.33Nb0.33Al0.33)11(O0.5(OH)0.5)31,,
4386,Ca3Si2O7,,
4387,CuFe2(SO4)4(H2O)6,,
4388,Al(UO2)(PO3(OH))(OH)3(H2O)4,,
4389,Ca2(SO4)(CO3)(H2O)4,,
4390,PbCo2(AsO4)2(H2O)2,,
4391,Na15Ca3Fe3(Na0.5Zr0.5)3Zr3(Si0.5Nb0.5)Si25O73((OH)0.5(H2O)0.5)3(Cl0.5(OH)0.5),,
4392,Pb(WO4),,
4393,Na27K8Ca12Fe3Zr6Si52O144((OH)0.5O0.5)6Cl2,,
4394,KFe2S3,,
4395,Ag2Pb10.0Tl1.0As19.0S40,,
4396,PbAs2S4,,
4397,Ni(UO2)2(AsO4)2(H2O)10,,
4398,Ca3(AsO4)2(H2O)10,,
4399,Ca(UO2)2(V10O28)(H2O)16,,
4400,C14H10,,
4401,Pb10Zn(SO4)6(SiO4)2(OH)2,,
4402,Pb8(Ag0.5Tl0.5)2Sb8S21,,
4403,AsS,,
4404,MgZn2(PO4)2(H2O)4,,
4405,Tl5Sb5As8S22,,
4406,(Na0.5Ca0.5)Al4((Si0.5Al0.5)8O20)(OH)4(H2O)2,,
4407,(NH4)2Mn(UO2)4O4(SO4)2(H2O)4,,
4408,Mn3(PO4)2(H2O)3,,
4409,Cu6(SO4)(OH)10(H2O),,
4410,(Fe0.33Mg0.33Ni0.33)(Cr0.5Al0.5)2(SO4)4(H2O)22,,
4411,Ba(Ti6Cr2)O16,,
