,minerals,,
2229,(K0.25Ca0.25Ba0.25)2(Mg0.25Fe0.25Ca0.25)2(Si0.5Al0.5)13O23(OH)6(OH)(H2O)8,,
2230,Ca2Zn(PO4)2(H2O)2,,
2231,BeCe(SiO4)(OH),,
2232,Nd2Be2Si2O8(OH)2,,
2233,BeY(SiO4)(OH),,
2234,BeYb(SiO4)(OH),,
2235,PbAl3(SO4)(PO4)(OH)6,,
2236,Na2Ca4(Ca0.5Zr0.5)Zr(Si2O7)2OF3,,
2237,FeSiO3,,
2238,Fe2(Si2O5)(OH)4(H2O)2,,
2239,Pb5Bi2Te2S6,,
2240,Ca2Y6(CO3)11(H2O)14,,
2241,Na(NaMn)Mg5Si8O22(OH)2,,
2242,(Ni0.5Co0.5)Cu4(AsO4)2(AsO3(OH))2(H2O)9,,
2243,Ag2FeSnS4,,
2244,CaNb4O11(H2O)8,,
2245,(Cu0.5Zn0.5)6Zn(SO4)2(OH)10(H2O)3,,
2246,Zn2Mn(SiO4)(OH)2,,
2247,Cu8Bi12S22,,
2248,C14H8O2,,
2249,Cu(CH3COO)2(H2O),,
2250,(Na0.5K0.5)2CaTi2Si10O26(H2O)8,,
2251,Ca4Fe6Fe6O4Si8Be2Al2O36,,
2252,Fe2O(SO4)2(H2O)8,,
2253,Mn6(CO3)2(OH)7(Cl0.5(OH)0.5),,
2254,Mn6Zn3(AsO4)2(SiO4)(OH)8,,
2255,(UO2)1.75Ca0.25TiO4(H2O)3,,
2256,Ba(Mn6Mn2)O16,,
2257,RhAsS,,
2258,Al3Fe,,
2259,Li2(Mg3Al2)Si8O22(OH)2,,
2260,Mg12(PO3(OH)0.5(CO3)0.5)(PO4)5((OH)0.5O0.5)6,,
2261,(Ta0.6)Al6BSi3O18,,
2262,Ca3Al2(SiO4)2(OH)4,,
2263,Ca2FeB2Si2O10,,
2264,Au3TlTe2,,
2265,(Ni0.75Fe0.25)(SO4)0.12(OH)2(H2O),,
2266,Ca19FeAl4(Fe0.33Mg0.33Al0.33)8(B0.5)4BSi18O69(O0.5(OH)0.5)9,,
2267,PtCu,,
2268,Ni2As2O6.0(OH)2(H2O)5,,
2269,Zn3(PO4)2(H2O)4,,
2270,(Bi7O7(OH))(UO2)4(PO4)2(AsO4)2(OH)2(H2O)3.5,,
2271,Mg3(AsO4)2(H2O)8,,
2272,Fe6Ni3S8,,
2273,NaY(CO3)F2,,
2274,Fe3(VO4)2(SO4)(OH)(H2O)4(H2O)3,,
2275,Al5(SO4)(PO4)(OH)10(H2O)8,,
2276,Pb6CuTe4O18(OH)2,,
2277,NaCuFe2(VO4)3,,
2278,Na(Fe0.25Fe0.25Al0.25Mg0.25)12(Si6O17)2(O0.5(OH)0.5)10,,
2279,Ca2SiB5O9(OH)5,,
2280,Ni9PbSbS8,,
2281,Li2Ca3Be3(SiO4)3F2,,
2282,BaCe(CO3)2F,,
2283,Ca0.5Al3(SO4)2(OH)6,,
2284,Mg(WO4),,
2285,Ca2MnFeSi4O12(OH)(H2O)2,,
2286,MnWO4,,
2287,Na4MgV10O28(H2O)24,,
2288,Cu4(MoO4)3(OH)2,,
2289,Pb2(UO2)3(AsO4)2O2(H2O)5,,
2290,Na3AlV10O28(H2O)22,,
2291,(NH4)9Al3(SO4)8(OH)2(H2O)4,,
2292,Fe2FeO2(BO3),,
2293,K3Na7Mg2(SO4)6(NO3)2(H2O)6,,
2294,Fe(C2O4)(H2O)2,,
2295,Mg7(SiO4)3F2,,
2296,KMgV5O14(H2O)8,,
2297,Au2Pb,,
2298,(Y0.25REE0.25Ca0.25Na0.25)15(Al0.5Fe0.5)Ca0.5As0.5(Si0.5As0.5)Si6B3(O0.5F0.5)48,,
2299,MgB4O5(OH)4(H2O)7,,
2300,CaMg3(CO3)4,,
2301,Mn5(PO3(OH))2(PO4)2(H2O)4,,
2302,CaBe2(PO4)2,,
2303,Ca3Ti2(SiAl2)O12,,
2304,TlPbAs5S9,,
2305,Th(SiO4),,
2306,(Ba0.33Pb0.33K0.33)4(Ca0.5Y0.5)2(B0.5Be0.5)2(Si0.5B0.5)2Si8O28F,,
2307,Al4(SO4)(OH)10(H2O)15,,
2308,K(Mg0.5Fe0.5)6((Si0.5Al0.5)8O20)(OH)4(H2O),,
2309,CaMgB6.0O8.0(OH)6.0(H2O)3,,
2310,Ca4Al2(OH)12(Cl0.33(CO3)0.33(OH)0.33)2(H2O)4,,
2311,Pb3(CO3)2(OH)2,,
2312,Ca2B3O3(OH)4(H2O)BO(OH)3Cl7,,
2313,KCa2(Si7Al)O17(OH)2(H2O)6,,
2314,BaAl2(CO3)2(OH)4(H2O)3,,
2315,Na10Ca3(SO4)8(H2O)6,,
2316,NaCl(H2O)2,,
2317,(Ni0.75Fe0.25)(SO4)0.12(OH)2(H2O),,
2318,W2O6(H2O),,
2319,((H2O)0.5)2Ta2(O0.5(OH)0.5)6(H2O),,
2320,(3Sb0.33Na0.33)2Nb2O6(H2O),,
2321,Al2F6(H2O),,
2322,Mg5(CO3)4(OH)2(H2O)4,,
2323,(Ni0.5Cu0.5)Al4(NO3)(SO4)(OH)12(H2O)14,,
2324,(H3O)Fe3(SO4)2(OH)6,,
2325,(H3O)Al4(AsO4)3(OH)4(H2O)4.5,,
2326,(H3O)Fe4(AsO4)3(OH)4(H2O)4,,
2327,Ca3(V10O28)(H2O)24,,
2328,(Pb)(W1.33Fe0.67)O6(H2O),,
2329,((H2O)0.5)2Nb2(O0.5(OH)0.5)6(H2O),,
2330,Pb8O2Zn(OH)6(S2O3)4(H2O)2,,
2331,Sn3O2(OH)2,,
2332,Al14(CO3)3(OH)36(H2O),,
2333,Mg6Al2(CO3)(OH)16(H2O)4,,
2334,Na2ZrSi6O12(OH)6,,
2335,WO2(OH)2(H2O),,
2336,(Cu0.75Al0.25)(SO4)0.12(OH)2(H2O),,
2337,KCa4Si8O20((OH)0.5F0.5)(H2O)8,,
2338,Ca1.5Ta2O6(OH),,
2339,(Ca0.25Na0.25U0.25)2(Nb0.5Ti0.5)2O6(OH),,
2340,(Ca0.5Sb0.5)2(Sb0.5Ti0.5)2O6(OH),,
2341,(Na0.33Ca0.33K0.33)8(Al6Si6O24)((OH)0.5(CO3)0.5)2(H2O)2,,
2342,(Fe1.5)Sb2O6(OH),,
2343,(Pb0.5)2(W0.33Fe0.33Al0.33)2(O0.5(OH)0.5)6(OH),,
2344,(Na0.33Sb0.33)2Ta2O6(OH),,
2345,(Ce0.33Ba0.33)2(Nb0.5Ti0.5)2O6((OH)0.5F0.5),,
2346,Ca5(PO4)3(OH),,
2347,Ce(CO3)(OH),,
2348,(La0.33Nd0.33Ce0.33)(CO3)((OH)0.5F0.5),,
2349,Nd(CO3)(OH),,
2350,Mg3(BO3)(OH)3,,
2351,Mg5(SiO4)2(OH)2,,
2352,Mg9(SiO4)4(OH)2,,
2353,Ca9(SiO4)4(OH)2,,
2354,Ca5(SiO4)1.5(SO4)1.5(OH),,
2355,(Ca3)(Si3.5Be2.5)O11(OH)3,,
2356,Ca2Pb3(AsO4)3(OH),,
2357,CaBe(PO4)(OH),,
2358,Pb5(PO4)3(OH),,
2359,Mg2(PO4)(OH),,
2360,(Mn0.2Th0.2Na0.2Ca0.2REE0.2)2(Nb0.5Ti0.5)2O6(OH),,
2361,KSr4Si8O20(OH)(H2O)8,,
2362,(Na0.33Ca0.33Ce0.33)2Nb2O6(OH),,
2363,(Pb1.5)Nb2O6(OH),,
2364,Zn5(CO3)2(OH)6,,
2365,Na3MgP3O10(H2O)12,,
2366,HgS,,
2367,Pb8As10Sb6S32,,
2368,Pb18Ba2Ca5Mn2Fe2Si30O90Cl(H2O)6,,
2369,Zn2(AsO4)(OH)(H2O)(H2O)2,,
2370,Ca2Al7(PO4)2(PO3(OH))2((OH)0.5F0.5)15(H2O)8,,
2371,U2(UO2)4O6(OH)4(H2O)9,,
2372,(H2O),,
2373,(H2O),,
2374,Th(MoO4)2(H2O)3,,
2375,Al63Cu24Fe13,,
2376,Cu3FeS4,,
2377,C22H14,,
2378,Fe(SbPb)O4,,
2379,Y2(SiO4)(CO3),,
2380,Ca(CO3)(H2O)6,,
2381,(Na0.5H3O0.5)15(Ca0.33Mn0.33REE0.33)6Fe2Zr3Si24O66(O0.5(OH)0.5)6Cl(H2O),,
2382,Bi4S3,,
2383,Mn(SO4)(H2O)4,,
2384,(Na0.5K0.5)7.5(Ba0.5K0.5)10Ce5(Nb0.5Ti0.5)6(Si3O9)4(Si9O18)O6(O0.5(OH)0.5)24,,
2385,NaCu5O2(SeO3)2Cl3,,
2386,Mg0.5ZnMn(TeO3)3(H2O)4.5,,
2387,Na2NaBaCeZnSi6O17,,
2388,Na11KBaCe2Ti12Si37.5O94(OH)31(H2O)29,,
2389,FeTiO3,,
2390,Mo3O8(H2O),,
2391,HgAgSCl,,
2392,CaFeFe2O(Si2O7)(OH),,
2393,(H3O0.5Na0.5)14Ca6Mn2Zr3Si26O72(OH)2(H2O)3,,
2394,Na12Ca3Fe2Si12O36,,
2395,Ca3Al(CO3)B(OH)4(OH)6(H2O)12,,
2396,Tl5.8As15.4S26,,
2397,Ag2HgS2,,
2398,Al2SiO3(OH)4,,
2399,PbCu3Ir8S16,,
2400,Tl6Pb144As246S516,,
2401,CaMgB6.0O6.0(OH)10.0(H2O)6,,
2402,MgB3O3(OH)5(H2O)5,,
2403,Mg2Al3(AlSi5)O18,,
2404,Mg2Al2(CO3)4(OH)2(H2O)15,,
2405,FeIn2S4,,
2406,In,,
2407,Ca2Mn7Si10O28(OH)2(H2O)5,,
2408,Ca3MnSb4O14,,
2409,Bi2TeS,,
2410,Ba4Ti2Na(NaCa)Ti(Si2O7)2(SO4)(PO4)O2O(OH),,
2411,Mn33(Si2O5)14(OH)38,,
2412,PtBi2,,
2413,Na6Mn(Ti0.5Nb0.5)Si10(O0.5(OH)0.5)28(H2O)4,,
2414,CaB3O3(OH)5(H2O)4,,
2415,AgI,,
2416,Mg6Fe2(OH)16Cl2(H2O)4,,
2417,K3Na4Mg(CrO4)B24O39(OH)(H2O)12,,
2418,CuPb10(CrO4)6(SiO4)2(OH)2,,
2419,KCa2(La0.33Ce0.33Th0.33)Si8O20,,
2420,IrAsS,,
2421,Ca4Mg(AsO4)2(AsO3(OH))2(H2O)4,,
2422,IrAs2,,
2423,Ir,,
2424,(UO2)Mo2O7(H2O)3,,
2425,Ca3Sn2(SiAl2)O12,,
2426,Fe,,
2427,Na2Ta4O11,,
2428,Mn2Mo3O8,,
2429,(Cu0.2Ga0.2Fe0.2In0.2Zn0.2)S,,
2430,(U0.33Fe0.33Y0.33)NbO4,,
2431,Ca2(PO4)(OH)(H2O)2,,
2432,CuFe2S3,,
2433,Pt3Fe,,
2434,CaMg(PO4)F,,
2435,NaNbO3,,
2436,Pd11Sb2As2,,
2437,(Cr0.5Fe0.5)23C6,,
2438,Cu6(SO4)(OH)10(H2O)4(H2O),,
2439,Na2CuMg2(SO4)4,,
2440,SrAl2Si2O7(OH)2(H2O),,
2441,Pb3GeO2(SO4)2(OH)2,,
2442,Ba2Ca(BSi2O7)2,,
2443,CuTi4O2(OH)2(SiO4)3(H2O)7,,
2444,K2Ti4O2(OH)2(SiO4)3(H2O)9,,
2445,Na2Ti4O2(OH)2(SiO4)3(H2O)6,,
2446,Na3H(SO4)2,,
2447,YTaO4,,
2448,Na2BaMn(PO4)2,,
2449,(Ta0.33Mn0.33Nb0.33)O2,,
2450,MnCuCl(OH)3,,
2451,Pb26.4(Cu0.5Fe0.5)2(Sb0.5Bi0.5)19.6S57,,
2452,(UO2)8(SO4)(OH)14(H2O)13,,
2453,MnFe2O4,,
2454,Cu2BO(OH)5,,
2455,Pt2HgSe3,,
2456,LiNaB3SiO7(OH),,
2457,NaAlSi2O6,,
2458,Ca6Si2O7(OH)6,,
2459,Pb18Fe4Si4(Si0.5Fe0.5)6Pb4Si16(Si0.5Fe0.5)4O82Cl6,,
2460,BaAl2(PO4)2(OH)2,,
2461,Cu2Pd3Se4,,
2462,CaFeMg2Fe2(PO4)4(OH)2(H2O)8,,
2463,CaMnFe2Fe2(PO4)4(OH)2(H2O)8,,
2464,CaMnMg2Fe2(PO4)4(OH)2(H2O)8,,
2465,CaMnMn2Fe2(PO4)4(OH)2(H2O)8,,
2466,CaMnZn2Fe2(PO4)4(OH)2(H2O)8,,
2467,MnMnFe2Fe2(PO4)4(OH)2(H2O)8,,
2468,MnMnMg2Fe2(PO4)4(OH)2(H2O)8,,
2469,MnMnMn2Fe2(PO4)4(OH)2(H2O)8,,
2470,MnMnZn2Fe2(PO4)4(OH)2(H2O)8,,
2471,NaFeMg2Fe2(PO4)4(OH)2(H2O)8,,
2472,(Na0.5Ca0.5)(Mn0.5Fe0.5)(Mg0.5Fe0.5)2Fe2(PO4)4(OH)2(H2O)8,,
2473,NaMn(MnFe)Fe2(PO4)4(OH)2(H2O)8,,
2474,CoS,,
2475,CaAlF5,,
2476,Ag3CuS2,,
2477,Ni0.75Co0.25(OH)1.75(SO4)0.25(H2O)0.5,,
2478,Pb2ZnFe2(Fe0.5Zn0.5)4(AsO4)4(OH)8((OH)0.5O0.5)2,,
2479,Pb4FeSb6S14,,
2480,Pb7V(O8.5)Cl2,,
2481,(Mn0.33Mn0.33Fe0.33)6O8(OH)6,,
2482,Na3Mn3Ti2(Si2O7)2(O0.33(OH)0.33F0.33)4,,
2483,Tl5Sb9(As0.5Sb0.5)4S22,,
2484,CaB3O4(OH)3,,
2485,Na2(Sr0.5Na0.5)14(Mg0.5)2Al12F64(OH)4,,
2486,MnMn3(AsO4)(OH)6,,
2487,KFe3(SO4)2(OH)6,,
2488,Cu0.15Pb2.15(Sb0.5Bi0.5)1.85S5,,
2489,Ca11O2(SiO4)4S,,
2490,Mn4ZnAl(PO4)4(OH)(H2O)7(H2O)3.5,,
2491,Ag16Pb4(Sb25As15)S72,,
2492,Bi3S3AuS2,,
2493,KFeCl3,,
2494,FeSn(OH)5O,,
2495,Ca5(AsO4)2(AsO3(OH))2(H2O)7,,
2496,Fe7Ta3,,
2497,Mg3Al2Si3O12,,
2498,(Ca0.5Na0.5)2(Be0.5Al0.5)Si2(O0.5(OH)0.5)7,,
2499,Ca9(Si3O9)2(OH)6(H2O)8,,
2500,Cu3TeO6(H2O)2,,
2501,TlPbAs2SbS6,,
2502,(K0.5Ba0.5)2(Ti0.5Fe0.5)6O13,,
2503,Al6(BO3)5F3,,
2504,Mn9(SiO4)4(OH)2,,
2505,NaScSi2O6,,
2506,Na8(UO2)(CO3)3(SO4)2(H2O)3,,
2507,MgMn3O7(H2O)3,,
2508,Mn3(BO3)2,,
2509,Mg5Si6O16(OH)2,,
2510,TiB2,,
2511,YAlV(SiO4)O2(OH)2,,
2512,BaNaFe4Ti2(Si2O7)2O2(OH)2F,,
2513,Cu(C3N3O3H2)2(NH3)2,,
2514,NaBa2FeTi2Ce2(Si4O12)2O2(OH)(H2O),,
2515,MnCr2S4,,
2516,Pb3Zn3(Sb0.5Te0.5)As2O13((OH)0.5O0.5),,
2517,PbCa2(Mg3Fe2)(Si6Be2)O22(OH)2,,
2518,CaAlB3O7,,
2519,Ni4.5(AsO4)3,,
2520,Cu(UO2)2(SO4)2(OH)2(H2O)8,,
2521,CaMnSi2O6,,
2522,NaCuMgMg2(AsO4)3,,
2523,Ca5(AsO4)3(OH),,
2524,Na2Mn9Mg7(AsO4)2(Si6O17)2(OH)8,,
2525,CsBe2BMg2Si6O18,,
2526,Na12Ce3Ca6Mn3Zr3WSi25O73(CO3)(OH)2,,
2527,Na3CaFe11(PO4)9,,
2528,BaFe2Fe2(PO4)3(OH)3,,
2529,K(Mn0.5Fe0.5)2(Nb0.5Ta0.5)O2(PO4)2(H2O)(OH),,
2530,Mn(SO4)(H2O)5,,
2531,(UO2)(CO3)(H2O)2,,
2532,NiAsSe,,
2533,Au(Bi0.5Pb0.5)5S4,,
2534,KBa2Ti2(Si5Al)O18(H2O),,
2535,MnMnO(PO4),,
2536,Pb14As6S23,,
2537,MoS2,,
2538,Na2(Sr0.5Ba0.5)14Na2Al12F64((OH)0.5F0.5)4,,
2539,(Na0.5)3Mn3(PO4)2(CO3)(O0.5(OH)0.5)2(H2O)5,,
2540,Bi4TeS2,,
2541,Bi4Te2S,,
2542,Ca2CuAl(AsO4)As2O6.0(OH)2(OH)2(H2O)5,,
2543,Ca3Mn(SO4)(CO3)(OH)6(H2O)12,,
2544,CaCu10(TeO3)4(AsO4)4(OH)2(H2O)4,,
2545,Na2Cu(CO3)2,,
2546,(Cu0.33Ca0.33Fe0.33)10Bi(AsO4)4(OH)11(H2O)2,,
2547,Ca10Mg4Al2Si11O39(H2O)4,,
2548,Na5Al3As4O12.0(OH)4As2O4(OH)4(SO4)2(H2O)4,,
2549,Ca2FeFe2(Si2O7)(SiO4)(OH)2(H2O),,
2550,Ca2FeFe2(Si2O7)(SiO4)O(OH)(H2O),,
2551,Ca2MgFe2Si2O6(OH)(SiO4)(OH)2(OH),,
2552,Na2Co(SCN)4(H2O)8,,
2553,Ca2Zn4Fe8(PO4)9(OH)9(H2O)16,,
2554,CaZn2Si2O7(H2O),,
2555,Cu2Pb3Bi8(S0.5Se0.5)16,,
2556,CaMgSc(PO4)2(OH)(H2O)4,,
2557,Al(SO4)(OH)(H2O)5,,
2558,Na2Ca15Al4Si16O54(H2O)17,,
2559,FeAs3O6.0(OH)6.0(H2O)5,,
2560,Fe3Fe4(PO4)6,,
2561,(Hg2)3OBr3(OH),,
2562,NaCa2(Mg3AlTi)(Si6Al2)O22O2,,
2563,KAl11O17,,
2564,Fe(UO2)2(AsO4)2(H2O)12,,
2565,KMg(SO4)Cl(H2O)2.75,,
2566,Ca2Y2(SiO3)4(CO3)(H2O),,
2567,Cu4FeO2(V2O7)(VO4),,
2568,Ti2TiO5,,
2569,K6Al4BSi6O20(OH)4Cl,,
2570,As2Te3,,
2571,KHMg2B12O16(OH)10(H2O)4,,
2572,KH(CO3),,
2573,K5Fe7Si20O50(OH)6(H2O)12,,
2574,ZnCr2S4,,
2575,KAl(SO4)2(H2O)11,,
2576,KCu2(SO4)2(OH)(H2O),,
2577,KAl(SiO4),,
2578,K2Sr(SO4)2,,
2579,K3TlCl6(H2O)2,,
2580,KAl(SiO4),,
2581,PdAsSe,,
2582,Ca2(SiAl2)O6(OH)2,,
2583,Fe3(AsO4)2(OH)3(H2O)3,,
2584,NaNi4(CO3)3(OH)3(H2O)3,,
2585,KCu3O(SO4)2Cl,,
2586,K2TiSi3O9(H2O),,
2587,Fe2Mo3O8,,
2588,PbAl(UO2)5(PO4)3O2(OH)2(H2O)11.5,,
2589,Y2O4(UO2)4(CO3)3(H2O)14,,
2590,Ba3Mg1.5Sc4(PO4)6(OH)3(H2O)4,,
2591,Ba12(Si11Al5)O31(CO3)8Cl5,,
2592,CaY(CO3)2(OH)(H2O),,
2593,NaSi2O4(OH)(H2O)3,,
2594,(Sc0.14Ti0.14Al0.14Zr0.14Mg0.14Ca0.14)2O3,,
2595,Ti11Si10,,
2596,FeAsO4(H2O)3.5,,
2597,Ca4Al4(MgAl)(VO4)(SiO4)2(Si3O10)(OH)6,,
2598,MnMgSi2O6,,
2599,MnAlO(SiO4),,
2600,Na3MnP3O10(H2O)12,,
2601,Al2Si2O5(OH)4,,
2602,Cu3Zn(OH)6Cl2,,
2603,Ba4Y2Si8B4O28F,,
2604,CaNaFe4(PO4)4(OH)3(H2O)5,,
2605,Na6ZrSi6O16(OH)2,,
2606,SrCaAlF7,,
2607,Mg18Al9(OH)54Sr2(CO3)9(H2O)6(H3O)5,,
2608,V2O3,,
2609,NaFe(PO4),,
2610,Fe3(AsO2)4(As2O5)(OH),,
2611,Cu9O4(PO4)2(SO4)2,,
2612,(Mg0.5Al0.5)6.5(BO3)3(OH)4(Cl0.5)0.5,,
2613,(Ce0.33La0.33Th0.33)(Ti0.5Nb0.5)(Al0.5Fe0.5)(Si2O7)(OH)4(H2O)3,,
2614,Co3(V2O7)(OH)2(H2O)2,,
2615,(Ni0.5Mg0.5)2Si2O5(OH)2,,
2616,Tl2VO(SO4)2(H2O),,
2617,(Na0.33Ca0.33K0.33)2Ca(Nb0.5Ti0.5)4(Si4O12)2(O0.5(OH)0.5)4(H2O)7,,
2618,Ba2Ca8B5Si8O32(OH)3(H2O)6,,
2619,Ir2S3,,
2620,(Mo0.5Nb0.5)S2(Mg0.5Al0.5)(OH)2.5,,
2621,Pb(UO2)(SiO4)(H2O),,
2622,CaTi2O4(OH)2,,
2623,MnAl2(PO4)2(OH)2(H2O)8,,
2624,KLi3Ca7Ti2(SiO3)12(OH)2,,
2625,(NH4)2Zn(SO4)2(H2O)6,,
2626,KTiO(AsO4),,
2627,Ca3Al2(OH)12,,
2628,Na(NaCa)(Mg4Al)(Si7Al)O22(OH)2,,
2629,Mn13Al4Sb2O20(SiO4)2,,
2630,Zn(C2O4)(H2O)2,,
2631,Bi2Te2Se,,
2632,MnAl2(PO4)2(OH)2(H2O)6,,
2633,Fe5V3V12O39(OH)9(H2O)9,,
2634,Na6MnTiSi6O18,,
2635,BaTiNbNa3Ti(Si2O7)2O2(OH)2(H2O)2,,
2636,Ni6Co2(CO3)(OH)16(H2O)4,,
2637,CaMn(Fe0.5Mn0.5)2Fe2(PO4)4(OH)3(H2O)7,,
2638,Pb4Al2Si4O10(SO4)(CO3)2(OH)4,,
2639,Pb3Ca3AsV12O40(VO)(H2O)20,,
2640,FeS,,
2641,Pd20Te7,,
2642,Y2Si2O7,,
2643,Yb2Si2O7,,
2644,Na2ZrSi2O7,,
2645,(Mn0.33Mg0.33Al0.33)3(Si0.5Al0.5)2O5(OH)4,,
2646,Hg12SbO6BrCl2,,
2647,SrAl3(AsO4)(SO4)(OH)6,,
2648,Mn2(OH)3Cl,,
2649,Hg3S2Cl2,,
2650,Mn3Fe4(PO4)4(OH)6(H2O)2,,
2651,Ag6(Cu4Fe2)As4S12,,
2652,Ag6(Cu4Fe2)Sb4S12,,
2653,Ag6(Cu4Zn2)Sb4S12,,
2654,(Pb0.5)2Ta2O6(OH)0.33O0.33,,
2655,Ag6(Ag4Fe2)Sb4S12,,
2656,Ca4Si6O15(OH)2(H2O)2(H2O)3,,
2657,(Na0.5REE0.5)15(Ca0.5REE0.5)6Mn3Zr3Nb(Si25O73)(O0.33(OH)0.33(H2O)0.33)3(F0.5Cl0.5)2,,
2658,Pb2Mn2O2(Si2O7),,
2659,Na2Si22O41(OH)8(H2O)6,,
2660,Ca9(Ca0.5)Mg(PO4)7,,
2661,Ca3Zr2(SiFe2)O12,,
2662,Sb2OS2,,
2663,Na2B4O6(OH)2(H2O)3,,
2664,Cu2Fe(AsO4)(OH)4(H2O)4,,
2665,CeCa2Mn(AsO4)(SiO3)3,,
2666,Cu2ZnSnS4,,
2667,CaBiO(CO3)F,,
2668,Cu2AgAsS4,,
2669,(Cu0.5)CuCdZn2(AsO4)3(H2O),,
2670,Mg0.5NiFe(TeO3)3(H2O)4,,
2671,Al(SO4)F(H2O)5,,
2672,Cu4Al3(OH)14F3(H2O)2,,
2673,TiC,,
2674,(Na0.5Ca0.5)3(Ba0.25Sr0.25Ce0.25Ca0.25)3(CO3)5,,
2675,(Cu0.2Pt0.2Pb0.2Fe0.2Ni0.2)9S8,,
2676,CuAl2,,
2677,Ca4(Mg2Fe10)O4(Fe10Si2)O36,,
2678,K2ZrSi2O7,,
2679,Cu3PbTeO6(OH)2,,
2680,Mg4(Mg3Al9)O4Si5Be2Al5O36,,
2681,Na12Sr3Ca6Fe3Zr3W(Si25O73)(O0.33(OH)0.33(H2O)0.33)3(Cl0.5(OH)0.5)2,,
2682,(Bi0.67)Cu(VO4)(OH),,
2683,Na3Fe2(AsO4)3,,
2684,CaCe(MgAlMn)Si2O7(SiO4)F(OH),,
2685,Ca7Zn4(Si2O7)2(OH)10(H2O)4,,
2686,Pb4Ca2Si8B2(SiB)O28F,,
2687,Cu6WSnS8,,
2688,NaFe9.33(PO4)6(OH)11(H2O)3,,
2689,CoSb3,,
2690,Mg(SO4)(H2O),,
2691,Ce2TiO2(SiO4)(H(CO3))2(H2O),,
2692,Ca6(SiO4)(Si3O10),,
2693,Ca6.4H1.2Si2O14.0(OH)2,,
2694,Ta(OH)3(O0.5(CO3)0.5),,
2695,CaY2(CO3)4(H2O)6,,
2696,Ca3Zr2(SiAl2)O12,,
2697,Al3(PO4)2F2(OH)(H2O)7,,
2698,ZrMo2O7(OH)2(H2O)2,,
2699,Ca3MnFeAl4(PO4)6(OH)4(H2O)12,,
2700,Rh3S4,,
2701,Mg0.5MnFe(TeO3)3(H2O)4.5,,
2702,Ca2Cu2Si3O10(H2O)2,,
2703,BaMg3(Si2Al2O10)(OH)2,,
2704,PbFe3(PO4)(PO3(OH))(OH)6,,
2705,Cu6(PO4)2(OH)6(H2O),,
2706,Na5Ca2K(Si6Al6O24)(SO4)2(H2O)0.33,,
2707,CsBSi2O6,,
2708,Pb10Bi3As3S19,,
2709,CaFe(SiO4),,
2710,NaMnAl(PO4)F3,,
2711,VH2,,
2712,Pt7Cu,,
2713,NiTeSe,,
2714,Ca2Mn2Mn(SiO4)2(OH)4(H2O)9,,
2715,C6H4(CO)2NH,,
2716,MnCu4(AsO4)2(AsO3(OH))2(H2O)9,,
2717,Na6(UO2)(SO4)4(H2O)4,,
2718,Sb4O4(SO4)(OH)2,,
2719,FeTi6O11(OH)5,,
2720,ZnAl2(PO4)2(OH)2(H2O)3,,
2721,(Hg2N)(Cl0.5(SO4)0.5)(H2O),,
2722,(FeFe)KZn3(Si12O30),,
2723,Cu5.2Se6,,
2724,K3Cu3FeO2(SO4)4,,
2725,K3Na4(SiF6)3(BF4),,
2726,Mg3Cr2(SiO4)3,,
2727,Na6CaTiSi6O18,,
2728,(Y0.5U0.5)(Ti0.5Nb0.5)2(O0.5(OH)0.5)6,,
2729,Pb11(Cu0.5Fe0.5)2(Bi0.5Sb0.5)15S35,,
2730,Al6(PO4)4(OH)6(H2O)11,,
2731,Cu5(SO4)2(OH)6(H2O)4,,
2732,Ca2MnZrNa3Ti(Si2O7)2(OF)F2,,
2733,PbBi4Te7,,
2734,CaAl2(CO3)2(OH)4(H2O),,
2735,Na3(Ca5Na)Si16O36(OH)4F2(H2O)9,,
2736,Bi2MoO6,,
2737,Na4Mg9Al4Cl12(OH)22,,
2738,Na3(SO4)F,,
2739,Pd6.45SnTe2,,
2740,K(AlSi3O8),,
2741,Na2Ca2(V10O28)(H2O)24,,
2742,CaMg2Fe4(VO4)6,,
2743,(NH4)2Ca(SO4)2(H2O),,
2744,PbTeCl2,,
2745,Sc(PO4)(H2O)2,,
2746,Ca2Fe3O2(AsO4)3(H2O)2,,
2747,Zn4Mn7(AsO4)2(SiO4)2(OH)8,,
2748,PbZn0.5Fe3(AsO4)2(OH)6,,
2749,(NH4)2Fe(SO3)2(OH)(H2O),,
2750,Ni1.0Zn1.0(VO4)1.34(H2O),,
2751,(Ca)Ti2Na2Ti2(Si2O7)2O4(H2O)7,,
2752,CuCo(CO3)(OH)2,,
2753,Cu7Hg6,,
2754,(Ca0.33Sr0.33Na0.33)5.5(Nb0.5Ti0.5)6(Si4O12)(O0.33(OH)0.33F0.33)16(H2O),,
2755,Pb14O9(VO4)2Cl4,,
2756,BaZrSi3O9(H2O)3,,
2757,PbCu3Rh8S16,,
2758,Fe(PO4)(H2O)3,,
2759,NaMg(SO4)F,,
2760,Na2Mg(SO4)2(H2O)5,,
2761,Mn2MnNb2(Nb0.5Ta0.5)3W2O20,,
2762,Zn(AsO3(OH))(H2O),,
2763,Fe2(SO4)3(H2O)7,,
2764,(Mg0.25Fe0.25Al0.25)10(Si0.33Al0.33B0.33)5O21((OH)0.5F0.5)2,,
